id,full_address,house_number,street_name,locality1,locality2,locality3,city_town,county,daft_sticker,ad_info,date_of_sale, sold_price_eur , asking_price_eur , price_diff ,bed_no,bath_no,house_type,size
234,126 clonlara kerry pike cork,126, clonlara,,,,kerry pike,cork,,,18/12/2023,"715,000.00","695,000.00","20,000.00",4,4,Detached,220
526,30 charleville square rathfarnham dublin 14 dublin,30, charleville square,rathfarnham,,,dublin 14,dublin,,,08/12/2023,"715,000.00","750,000.00","-35,000.00",4,2,Terrace,150
1321,34 griffin rath manor maynooth kildare,34, griffin rath manor,,,,maynooth,kildare,,,03/09/2024,"715,000.00","790,000.00","-75,000.00",5,4,Detached,218
1979,45 hillside greystones wicklow,45, hillside,,,,greystones,wicklow,,,06/12/2023,"710,000.00","720,000.00","-10,000.00",4,3,Detached,136
1012,3 hands lane lusk dublin,3, hands lane,,,,lusk,dublin,,,24/04/2024,"710,000.00","750,000.00","-40,000.00",5,4,Detached,240
1783,5 the hawthorns bishopscourt grantstown waterford,5, the hawthorns,bishopscourt,,,grantstown,waterford,,,27/02/2024,"705,000.00","750,000.00","-45,000.00",4,3,Detached,232
808,7 foxfield heights raheny dublin 5 dublin,7, foxfield heights,raheny,,,dublin 5,dublin,,,04/12/2023,"703,000.00","625,000.00","78,000.00",5,2,Semi-D,145
292,18 newenham drive maryborough estate rochestown cork,18, newenham drive,maryborough estate,,,rochestown,cork,SPACIOUS GARDEN,ADVANTAGE,25/01/2024,"700,000.00","520,000.00","180,000.00",4,2,Detached,
976,17 norwood killiney dublin,17, norwood,,,,killiney,dublin,,,03/11/2023,"700,000.00","575,000.00","125,000.00",3,3,Semi-D,152
685,75 hanover riverside grand canal dock dublin 2 dublin,75, hanover riverside,grand canal dock,,,dublin 2,dublin,,,19/12/2023,"700,000.00","670,000.00","30,000.00",2,2,Apartment,95
1103,3 knocksedan drive brackenstown swords dublin,3, knocksedan drive,brackenstown,,,swords,dublin,,,16/02/2024,"700,000.00","695,000.00","5,000.00",4,4,Detached,223
933,28 all hallows square drumcondra dublin 9 dublin,28, all hallows square,drumcondra,,,dublin 9,dublin,,,27/03/2024,"700,000.00","695,000.00","5,000.00",4,4,End of Terrace,130
765,1 lynton court merrion road dublin 4 dublin,1, lynton court,merrion road,,,dublin 4,dublin,,,05/01/2024,"695,000.00","695,000.00",0,3,2,Apartment,139
791,52 home villas donnybrook dublin 4 dublin,52, home villas,donnybrook,,,dublin 4,dublin,,,27/10/2023,"695,000.00","695,000.00",0,2,1,End of Terrace,80
820,10 glendown drive templeogue dublin 6 dublin,10, glendown drive,templeogue,,,dublin 6,dublin,,,08/11/2023,"695,000.00","675,000.00","20,000.00",5,,Semi-D,142
506,60 highfield park dundrum dublin 14 dublin,60, highfield park,dundrum,,,dublin 14,dublin,,,30/01/2024,"695,000.00","685,000.00","10,000.00",4,1,Bungalow,97
1026,2 millview court malahide dublin,2, millview court,,,,malahide,dublin,,,19/12/2023,"695,000.00","750,000.00","-55,000.00",4,3,Detached,135
1352,9 walshestown meadows newbridge kildare,9, walshestown meadows,,,,newbridge,kildare,,,29/01/2024,"690,000.00","670,000.00","20,000.00",5,5,Detached,210
437,32 cremore crescent glasnevin dublin 11 dublin,32, cremore crescent,glasnevin,,,dublin 11,dublin,,,26/10/2023,"685,000.00","650,000.00","35,000.00",3,,Semi-D,111
679,63 balally park dundrum sandyford dublin 18 dublin,63, balally park,dundrum,sandyford,,dublin 18,dublin,,,23/11/2023,"685,000.00","650,000.00","35,000.00",3,2,Semi-D,107
1981,17 seagreen park greystones wicklow,17, seagreen park,,,,greystones,wicklow,,,04/12/2023,"685,000.00","695,000.00","-10,000.00",4,4,Semi-D,139
139,8 the island inchydoney clonakilty cork,8, the island,inchydoney,,,clonakilty,cork,,,26/03/2024,"683,000.00","575,000.00","108,000.00",3,3,Detached,142
745,34 vernon park clontarf dublin 3 dublin,34, vernon park,clontarf,,,dublin 3,dublin,,,15/01/2024,"680,000.00","795,000.00","-115,000.00",4,1,Semi-D,117
680,19 ferncarrig rise sandyford dublin 18 dublin,19, ferncarrig rise,,sandyford,,dublin 18,dublin,,,08/11/2023,"677,500.00","550,000.00","127,500.00",3,2,Semi-D,110
359,65 meadow vale blackrock dublin,65, meadow vale,,,,blackrock,dublin,,,08/04/2024,"675,000.00","675,000.00",0,4,1,Terrace,117
1030,4 killeen mews saint margarets avenue malahide dublin,4, killeen mews,saint margarets avenue,,,malahide,dublin,,,25/10/2023,"675,000.00","545,000.00","130,000.00",3,3,Terrace,
829,21 merton walk mount saint annes milltown dublin 6 dublin,21, merton walk,mount saint annes,milltown,,dublin 6,dublin,,,05/04/2024,"675,000.00","620,000.00","55,000.00",2,2,Apartment,90
351,12 ardagh crescent blackrock dublin,12, ardagh crescent,,,,blackrock,dublin,,,21/12/2023,"675,000.00","650,000.00","25,000.00",2,1,Bungalow,85
894,8 wesley place dublin 8 dublin,8, wesley place,,,,dublin 8,dublin,,,13/03/2024,"675,000.00","695,000.00","-20,000.00",2,1,Terrace,84
960,39 rochestown avenue dun laoghaire dublin,39, rochestown avenue,,,,dun laoghaire,dublin,,,16/02/2024,"673,000.00","575,000.00","98,000.00",4,1,Detached,130
638,84 broadford drive ballinteer dublin 16 dublin,84, broadford drive,ballinteer,,,dublin 16,dublin,,,05/12/2023,"673,000.00","645,000.00","28,000.00",3,2,Semi-D,118
655,21 prospect heights rathfarnham dublin 16 dublin,21, prospect heights,rathfarnham,,,dublin 16,dublin,,,03/04/2024,"672,000.00","625,000.00","47,000.00",4,3,Semi-D,150
388,31 saint begnets villas dalkey dublin,31, saint begnets villas,,,,dalkey,dublin,,,24/11/2023,"670,000.00","625,000.00","45,000.00",3,1,Terrace,74
646,19 eden grove rathfarnham dublin 16 dublin,19, eden grove,rathfarnham,,,dublin 16,dublin,VIEWING ADVISED,ADVANTAGE,31/01/2024,"665,000.00","645,000.00","20,000.00",3,3,Terrace,117
1075,47 hazel avenue stillorgan dublin,47, hazel avenue,,,,stillorgan,dublin,,,03/11/2023,"664,500.00","595,000.00","69,500.00",3,2,Terrace,125
853,31 cedar court terenure dublin 6 dublin,31, cedar court,terenure,,,dublin 6,dublin,,,26/01/2024,"663,000.00","625,000.00","38,000.00",3,1,End of Terrace,106
1960,21 archers wood drive archers wood delgany wicklow,21, archers wood drive,archers wood,,,delgany,wicklow,SPACIOUS GARDEN,ADVANTAGE,28/02/2024,"660,000.00","660,000.00",0,4,3,Semi-D,141
873,7 auburn street phibsborough dublin 7 dublin,7, auburn street,phibsborough,,,dublin 7,dublin,,,09/10/2023,"660,000.00","575,000.00","85,000.00",2,1,Terrace,85
790,5 bushfield place donnybrook dublin 4 dublin,5, bushfield place,donnybrook,,,dublin 4,dublin,,,16/05/2024,"660,000.00","595,000.00","65,000.00",3,1,Terrace,82
1662,2 seagrave park ratoath meath,2, seagrave park,,,,ratoath,meath,,,22/11/2023,"660,000.00","599,000.00","61,000.00",4,4,Detached,195
833,4 the heath cypress downs templeogue dublin 6 dublin,4, the heath,cypress downs,templeogue,,dublin 6,dublin,,,07/12/2023,"660,000.00","624,950.00","35,050.00",4,3,Semi-D,112
1966,44 priory drive eden gate delgany wicklow,44, priory drive,eden gate,,,delgany,wicklow,VIEWING ADVISED,ADVANTAGE,27/03/2024,"660,000.00","645,000.00","15,000.00",5,4,Semi-D,177
394,92 somerton donabate dublin,92, somerton,,,,donabate,dublin,SOUTH FACING,ADVANTAGE,09/04/2024,"660,000.00","650,000.00","10,000.00",4,4,Detached,144
640,10 kingston heights ballinteer dublin 16 dublin,10, kingston heights,ballinteer,,,dublin 16,dublin,,,26/01/2024,"660,000.00","685,000.00","-25,000.00",4,2,Semi-D,136
834,4 templeogue lodge templeogue templeogue dublin 6 dublin,4, templeogue lodge,templeogue,templeogue,,dublin 6,dublin,,,04/12/2023,"657,000.00","575,000.00","82,000.00",3,3,Terrace,100
530,54 clonsilla road blanchardstown dublin 15 dublin,54, clonsilla road,blanchardstown,,,dublin 15,dublin,,,12/12/2023,"655,000.00","650,000.00","5,000.00",3,2,Semi-D,158
907,3 portobello road portobello dublin 8 dublin,3, portobello road,portobello,,,dublin 8,dublin,,,13/12/2023,"653,000.00","625,000.00","28,000.00",2,2,Terrace,94
606,1 portersgate rise clonsilla dublin 15 dublin,1, portersgate rise,clonsilla,,,dublin 15,dublin,,,10/04/2024,"650,000.00","650,000.00",0,4,3,Detached,145
793,4 bath avenue gardens sandymount dublin 4 dublin,4, bath avenue gardens,sandymount,,,dublin 4,dublin,,,20/12/2023,"650,000.00","650,000.00",0,3,4,Semi-D,107
973,12 bayview lawns killiney dublin,12, bayview lawns,,,,killiney,dublin,,,25/09/2023,"650,000.00","650,000.00",0,3,2,Semi-D,104
893,6 saint josephs road stoneybatter dublin 7 dublin,6, saint josephs road,stoneybatter,,,dublin 7,dublin,,,04/12/2023,"650,000.00","550,000.00","100,000.00",2,1,Terrace,89
1410,3 kilteale avenue kilminchy portlaoise laois,3, kilteale avenue,kilminchy,,,portlaoise,laois,,,27/10/2023,"650,000.00","625,000.00","25,000.00",5,4,Detached,289
632,9 delbrook park ballinteer road dundrum dublin 16 dublin,9, delbrook park,ballinteer road,dundrum,,dublin 16,dublin,,,04/12/2023,"650,000.00","649,000.00","1,000.00",3,3,Semi-D,96
1980,16 seagreen drive greystones wicklow,16, seagreen drive,,,,greystones,wicklow,,,12/02/2024,"650,000.00","660,000.00","-10,000.00",4,3,Semi-D,142
1957,21 churchlands delgany wicklow,21, churchlands,,,,delgany,wicklow,,,24/05/2024,"650,000.00","695,000.00","-45,000.00",3,3,Semi-D,148
1965,8 church view eden gate delgany wicklow,8, church view,eden gate,,,delgany,wicklow,,,27/06/2024,"645,000.00","650,000.00","-5,000.00",5,4,Semi-D,175
804,45 middle third killester dublin 5 dublin,45, middle third,killester,,,dublin 5,dublin,,ADVANTAGE,10/10/2023,"645,000.00","650,000.00","-5,000.00",2,2,Semi-D,102
1310,20 glen easton rise leixlip kildare,20, glen easton rise,,,,leixlip,kildare,,,27/11/2023,"645,000.00","695,000.00","-50,000.00",6,3,Semi-D,150
722,1 dunmore lawn kingswood dublin 24 dublin,1, dunmore lawn,kingswood,,,dublin 24,dublin,,,25/10/2023,"642,500.00","495,000.00","147,500.00",3,2,Detached,116
1040,7 the orchard oldtown dublin,7, the orchard,,,,oldtown,dublin,,,17/01/2024,"640,000.00","640,000.00",0,5,4,Detached,
731,24 hunters avenue hunters wood ballycullen dublin 24 dublin,24, hunters avenue,hunters wood,ballycullen,,dublin 24,dublin,,,21/12/2023,"640,000.00","525,000.00","115,000.00",5,4,End of Terrace,165
1204,41 grattan park salthill salthill galway,41, grattan park,salthill,,,salthill,galway,,,24/11/2023,"640,000.00","570,000.00","70,000.00",4,2,Detached,125
505,54 roebuck downs clonskeagh dublin 14 dublin,54, roebuck downs,clonskeagh,,,dublin 14,dublin,,,01/09/2023,"640,000.00","595,000.00","45,000.00",3,2,Semi-D,93
1962,6 ashcroft church road delgany wicklow,6, ashcroft,church road,,,delgany,wicklow,,,26/06/2024,"640,000.00","620,000.00","20,000.00",3,2,Semi-D,117
878,4 ulster street phibsborough dublin 7 dublin,4, ulster street,phibsborough,,,dublin 7,dublin,,,02/02/2024,"640,000.00","625,000.00","15,000.00",3,2,Terrace,128
1041,206 ardilaun portmarnock dublin,206, ardilaun,,,,portmarnock,dublin,,,01/12/2023,"640,000.00","665,000.00","-25,000.00",4,2,Semi-D,121
1964,7 church view eden gate delgany wicklow,7, church view,eden gate,,,delgany,wicklow,,,29/01/2024,"640,000.00","675,000.00","-35,000.00",5,3,Semi-D,177
759,8 the oaks clontarf dublin 3 dublin,8, the oaks,clontarf,,,dublin 3,dublin,,,11/12/2023,"638,000.00","595,000.00","-359,800.19",4,3,Terrace,96
436,42 ballygall road east glasnevin dublin 11 dublin,42, ballygall road east,glasnevin,,,dublin 11,dublin,SPACIOUS GARDEN,ADVANTAGE,10/11/2023,"637,500.00","625,000.00","12,500.00",4,3,Semi-D,176
774,166 bloomfield park bloomfield avenue donnybrook dublin 4 dublin,166, bloomfield park,bloomfield avenue,donnybrook,,dublin 4,dublin,,,20/10/2023,"635,000.00","575,000.00","60,000.00",2,2,Apartment,77
851,13 leinster place rathmines dublin 6 dublin,13, leinster place,rathmines,,,dublin 6,dublin,,,18/01/2024,"635,000.00","575,000.00","60,000.00",3,1,Terrace,72
974,108 churchview road killiney dublin,108, churchview road,,,,killiney,dublin,,,19/12/2023,"635,000.00","645,000.00","-10,000.00",4,2,Detached,135
822,72 corrib road terenure dublin 6 dublin,72, corrib road,terenure,,,dublin 6,dublin,,,08/07/2024,"633,000.00","595,000.00","38,000.00",3,2,End of Terrace,74
391,5 glencairn harbour road dalkey dublin,5, glencairn,harbour road,,,dalkey,dublin,,,26/10/2023,"632,500.00","595,000.00","37,500.00",2,2,Apartment,86
1059,6 carrigmore glen saggart dublin,6, carrigmore glen,,,,saggart,dublin,,,05/12/2023,"632,000.00","635,000.00","-3,000.00",4,3,Detached,172
1089,29 glen ellan drive swords dublin,29, glen ellan drive,,,,swords,dublin,,,09/05/2024,"630,000.00","495,000.00","135,000.00",4,3,Detached,
481,11 saint marys drive walkinstown dublin 12 dublin,11, saint marys drive,walkinstown,,,dublin 12,dublin,,,20/10/2023,"630,000.00","525,000.00","105,000.00",4,2,Terrace,128
1307,259 castletown leixlip kildare,259, castletown,,,,leixlip,kildare,,,29/11/2023,"630,000.00","550,000.00","80,000.00",3,4,Detached,170
1987,181 the anchorage seabourne view charlesland greystones wicklow,181, the anchorage,seabourne view,charlesland,,greystones,wicklow,,,17/11/2023,"630,000.00","635,000.00","-5,000.00",2,2,Apartment,108
1978,32 heathervue greystones wicklow,32, heathervue,,,,greystones,wicklow,,,26/08/2024,"630,000.00","640,000.00","-10,000.00",4,2,Semi-D,128
1226,3 rookery woods ballycasheen killarney kerry,3, rookery woods,ballycasheen,,,killarney,kerry,,,31/10/2023,"630,000.00","650,000.00","-20,000.00",5,4,Detached,188
620,11 beverly park knocklyon dublin 16 dublin,11, beverly park,knocklyon,,,dublin 16,dublin,,,20/10/2023,"628,000.00","575,000.00","53,000.00",3,2,Semi-D,132
647,29 glendoher avenue rathfarnham dublin 16 dublin,29, glendoher avenue,rathfarnham,,,dublin 16,dublin,,,03/11/2023,"626,000.00","550,000.00","76,000.00",4,2,Semi-D,133
982,11 ardeevin avenue lucan dublin,11, ardeevin avenue,,,,lucan,dublin,VIEWING ADVISED,ADVANTAGE,17/10/2023,"626,000.00","575,000.00","51,000.00",5,2,Detached,139
784,11 wellington lane ballsbridge dublin 4 dublin,11, wellington lane,ballsbridge,,,dublin 4,dublin,,,22/12/2023,"625,000.00","695,000.00","-70,000.00",2,2,Terrace,71
240,11 ringcurran rise ardbrack kinsale cork,11, ringcurran rise,ardbrack,,,kinsale,cork,,,11/12/2023,"620,000.00","550,000.00","70,000.00",4,3,Detached,166
733,19 dodderbrook lawn oldcourt firhouse dublin 24 dublin,19, dodderbrook lawn,oldcourt,firhouse,,dublin 24,dublin,,,08/12/2023,"620,000.00","615,000.00","5,000.00",4,4,Semi-D,142
499,3 tucketts lane howth dublin 13 dublin,3, tucketts lane,howth,,,dublin 13,dublin,,,19/01/2024,"620,000.00","630,000.00","-10,000.00",3,2,Semi-D,104
1079,45 orpen green blackrock stillorgan dublin,45, orpen green,blackrock,,,stillorgan,dublin,,,23/02/2024,"620,000.00","675,000.00","-55,000.00",4,2,Semi-D,106
489,8 woodside balkill road howth dublin 13 dublin,8, woodside,balkill road,howth,,dublin 13,dublin,,,24/01/2024,"620,000.00","685,000.00","-65,000.00",2,2,Terrace,107
650,26 moyville rathfarnham dublin 16 dublin,26, moyville,rathfarnham,,,dublin 16,dublin,,,13/11/2023,"617,000.00","550,000.00","67,000.00",4,2,Semi-D,125
508,71a sweetmount avenue dundrum dublin 14 dublin,71a, sweetmount avenue,dundrum,,,dublin 14,dublin,,,11/12/2023,"616,740.09","685,000.00","-68,259.91",4,1,Detached,
362,40 saint fintans park blackrock dublin,40, saint fintans park,,,,blackrock,dublin,,,04/12/2023,"615,000.00","575,000.00","40,000.00",3,2,Terrace,104
1723,17 oyster bay rosses point sligo,17, oyster bay,,,,rosses point,sligo,,,27/10/2023,"615,000.00","645,000.00","-30,000.00",5,4,Detached,
1277,2 the drive temple manor celbridge kildare,2, the drive,temple manor,,,celbridge,kildare,ENERGY EFFICIENT,ADVANTAGE,01/12/2023,"615,000.00","745,000.00","-130,000.00",5,3,Detached,216
493,7 willie nolan road baldoyle dublin 13 dublin,7, willie nolan road,baldoyle,,,dublin 13,dublin,,,10/09/2024,"610,000.00","490,000.00","120,000.00",3,1,Semi-D,91
818,30 stratford haven rathgar dublin 6 dublin,30, stratford haven,rathgar,,,dublin 6,dublin,,,21/12/2023,"610,000.00","550,000.00","60,000.00",2,1,Terrace,77
795,79 brookwood avenue artane dublin 5 dublin,79, brookwood avenue,artane,,,dublin 5,dublin,,,27/11/2023,"610,000.00","575,000.00","35,000.00",3,1,Terrace,120
1061,9 fairgreen saggart dublin,9, fairgreen,,,,saggart,dublin,,,19/10/2023,"610,000.00","595,000.00","15,000.00",6,3,Detached,188
840,42 parnell road harolds cross dublin 6 dublin,42, parnell road,harolds cross,,,dublin 6,dublin,VIEWING ADVISED,ADVANTAGE,01/02/2024,"610,000.00","595,000.00","15,000.00",4,1,Terrace,113
864,325 navan road dublin 7 dublin,325, navan road,,,,dublin 7,dublin,,,25/01/2024,"610,000.00","625,000.00","-15,000.00",5,1,Semi-D,141
230,49 cois chuain glounthaune cork,49, cois chuain,,,,glounthaune,cork,,,13/08/2024,"610,000.00","650,000.00","-40,000.00",4,4,Detached,163
523,11 larchfield dundrum dublin 14 dublin,11, larchfield,dundrum,,,dublin 14,dublin,,,18/12/2023,"605,000.00","535,000.00","70,000.00",3,1,Detached,81
221,18 chestnut meadows glyntown glanmire cork,18, chestnut meadows,glyntown,,,glanmire,cork,SPACIOUS GARDEN,ADVANTAGE,11/10/2023,"605,000.00","580,000.00","25,000.00",4,3,Detached,236
1620,89 tudor grove ashbourne meath,89, tudor grove,,,,ashbourne,meath,,,30/11/2023,"602,000.00","515,000.00","87,000.00",4,3,Semi-D,150
920,20 church avenue south rialto dublin 8 dublin,20, church avenue south,rialto,,,dublin 8,dublin,,,27/03/2024,"601,065.00","595,000.00","6,065.00",3,1,Terrace,102
1027,44 seabury crescent malahide dublin,44, seabury crescent,,,,malahide,dublin,,,28/02/2024,"600,000.00","535,000.00","65,000.00",3,3,Semi-D,118
942,21 wigan road drumcondra dublin 9 dublin,21, wigan road,drumcondra,,,dublin 9,dublin,,,19/06/2024,"600,000.00","575,000.00","25,000.00",4,2,Terrace,122
561,11 alder lodge farmleigh woods castleknock dublin 15 dublin,11, alder lodge,farmleigh woods,castleknock,,dublin 15,dublin,,,10/04/2024,"600,000.00","575,000.00","25,000.00",2,3,Apartment,105
627,57 kennington road templeogue dublin 16 dublin,57, kennington road,templeogue,,,dublin 16,dublin,,,19/12/2023,"600,000.00","585,000.00","15,000.00",3,2,Semi-D,112
872,62 ellesmere avenue north circular road dublin 7 dublin,62, ellesmere avenue,north circular road,,,dublin 7,dublin,,,15/12/2023,"600,000.00","595,000.00","5,000.00",3,2,End of Terrace,120
1316,5 bond park maynooth kildare,5, bond park,,,,maynooth,kildare,,,07/03/2024,"599,118.95","680,000.00","-80,881.05",4,3,Detached,166
778,27 adelaide strand road sandymount dublin 4 dublin,27, adelaide,strand road,sandymount,,dublin 4,dublin,,,28/02/2024,"597,500.00","575,000.00","22,500.00",2,1,Terrace,82
1173,42 westbrook barna road knocknacarra galway,42, westbrook,barna road,,,knocknacarra,galway,VIEWING ADVISED,ADVANTAGE,25/03/2024,"597,500.00","595,000.00","2,500.00",4,3,Detached,178
1623,3 auburn avenue colp west drogheda meath,3, auburn avenue,colp west,,,drogheda,meath,,,14/04/2024,"597,000.00","575,000.00","22,000.00",4,4,Detached,206
628,30 rossmore lawns templeogue dublin 16 dublin,30, rossmore lawns,templeogue,,,dublin 16,dublin,SCHOOL NEARBY,ADVANTAGE,11/03/2024,"596,000.00","595,000.00","1,000.00",3,1,Semi-D,89
917,19 emmet road inchicore dublin 8 dublin,19, emmet road,inchicore,,,dublin 8,dublin,,,25/06/2024,"595,000.00","595,000.00",0,3,1,Terrace,103
837,16 larkfield avenue harolds cross dublin 6 dublin,16, larkfield avenue,harolds cross,,,dublin 6,dublin,,,16/10/2023,"595,000.00","525,000.00","70,000.00",3,1,Semi-D,74
